[MET];[MET];false;false;false;clinical;metabolic equivalent;MET;metabolic cost of physical activity;mL/min/kg;ML/MIN/KG;3.5;;
[hp'_X];[HP'_X];false;true;false;clinical;homeopathic potency of decimal series (retired);X;homeopathic potency (retired);hpX(1 1);HPX(1 1);1;hpX;1
[hp'_C];[HP'_C];false;true;false;clinical;homeopathic potency of centesimal series (retired);C;homeopathic potency (retired);hpC(1 1);HPC(1 1);1;hpC;1
[hp'_M];[HP'_M];false;true;false;clinical;homeopathic potency of millesimal series (retired);M;homeopathic potency (retired);hpM(1 1);HPM(1 1);1;hpM;1
[hp'_Q];[HP'_Q];false;true;false;clinical;homeopathic potency of quintamillesimal series (retired);Q;homeopathic potency (retired);hpQ(1 1);HPQ(1 1);1;hpQ;1
[hp_X];[HP_X];false;false;true;clinical;homeopathic potency of decimal hahnemannian series;X;homeopathic potency (Hahnemann);1;1;1;;
[hp_C];[HP_C];false;false;true;clinical;homeopathic potency of centesimal hahnemannian series;C;homeopathic potency (Hahnemann);1;1;1;;
[hp_M];[HP_M];false;false;true;clinical;homeopathic potency of millesimal hahnemannian series;M;homeopathic potency (Hahnemann);1;1;1;;
[hp_Q];[HP_Q];false;false;true;clinical;homeopathic potency of quintamillesimal hahnemannian series;Q;homeopathic potency (Hahnemann);1;1;1;;
[kp_X];[KP_X];false;false;true;clinical;homeopathic potency of decimal korsakovian series;X;homeopathic potency (Korsakov);1;1;1;;
[kp_C];[KP_C];false;false;true;clinical;homeopathic potency of centesimal korsakovian series;C;homeopathic potency (Korsakov);1;1;1;;
[kp_M];[KP_M];false;false;true;clinical;homeopathic potency of millesimal korsakovian series;M;homeopathic potency (Korsakov);1;1;1;;
[kp_Q];[KP_Q];false;false;true;clinical;homeopathic potency of quintamillesimal korsakovian series;Q;homeopathic potency (Korsakov);1;1;1;;
eq;EQ;true;false;false;chemical;equivalents;eq;amount of substance;mol;MOL;1;;
osm;OSM;true;false;false;chemical;osmole;osm;amount of substance (dissolved particles);mol;MOL;1;;
[pH];[PH];false;true;false;chemical;pH;pH;acidity;pH(1 mol/l);PH(1 MOL/L);1;pH;mol/l
g%;G%;true;false;false;chemical;gram percent;g%;mass concentration;g/dl;G/DL;1;;
[S];[S];false;false;false;chemical;Svedberg unit;S;sedimentation coefficient;10*-13.s;10*-13.S;1;;
[HPF];[HPF];false;false;false;chemical;high power field;HPF;view area in microscope;1;1;1;;
[LPF];[LPF];false;false;false;chemical;low power field;LPF;view area in microscope;1;1;100;;
kat;KAT;true;false;false;chemical;katal;kat;catalytic activity;mol/s;MOL/S;1;;
U;U;true;false;false;chemical;Unit;U;catalytic activity;umol/min;UMOL/MIN;1;;
[iU];[IU];true;false;true;chemical;international unit;IU;arbitrary;1;1;1;;
[IU];[IU];true;false;true;chemical;international unit;i.U.;arbitrary;[iU];[IU];1;;
[arb'U];[ARB'U];false;false;true;chemical;arbitary unit;arb.U;arbitrary;1;1;1;;
[USP'U];[USP'U];false;false;true;chemical;United States Pharmacopeia unit;U.S.P.;arbitrary;1;1;1;;
[GPL'U];[GPL'U];false;false;true;chemical;GPL unit;;biologic activity of anticardiolipin IgG;1;1;1;;
[MPL'U];[MPL'U];false;false;true;chemical;MPL unit;;biologic activity of anticardiolipin IgM;1;1;1;;
[APL'U];[APL'U];false;false;true;chemical;APL unit;;biologic activity of anticardiolipin IgA;1;1;1;;
[beth'U];[BETH'U];false;false;true;chemical;Bethesda unit;;biologic activity of factor VIII inhibitor;1;1;1;;
